# SNID:                      ZTF18aaaooqj             
# SPECTRUM_ID:               2
# SPECTRUM_MJD:              60709.04
# SPECTRUM_TELESCOPE:        LT
# SPECTRUM_INSTRUMENT:       SPRAT
# SPECTRUM_TEXPOSE:          1200.0  
# SPECTRUM_STAT_SNR:         1.90    
# SPECTRUM_SYS_SNR:          11.44   
# SPECTRUM_VEXP:             4.027e-03
# SPECTRUM_NLAM:             891   
# SPECTRUM_OBSERVERS:        Daniel Perley, Jacob Wise, K-Ryan Hinds, Aleksandra Bochenek, Zoe McGrath
# SPECTRUM_INFILE:           ZTF18aaaooqj_60709.04_SPRAT.ascii
# -------------------------------------- #
#   WAVE     FLUX        FLUX_STATERR  FLUX_SYSERR 
    5728.25  1.03889e+00  5.79470e-01  8.27552e-02
    5732.98  8.61080e-01  6.28820e-01  8.26461e-02
    5737.71  1.10161e+00  6.12220e-01  8.25729e-02
    5742.43  9.76310e-01  6.28520e-01  8.25453e-02
    5747.16  1.00565e+00  5.92650e-01  8.24199e-02
    5751.89  1.05853e+00  5.81360e-01  8.24224e-02
    5756.62  9.08290e-01  6.02520e-01  8.25076e-02
    5761.35  8.38860e-01  6.12730e-01  8.23881e-02
    5766.08  8.92180e-01  6.16600e-01  8.23231e-02
    5770.81  1.04819e+00  6.24540e-01  8.22860e-02
    5775.55  9.84510e-01  5.65510e-01  8.21319e-02
    5780.28  9.91880e-01  5.81370e-01  8.22678e-02
    5785.01  8.96270e-01  5.92080e-01  8.20927e-02
    5789.75  9.06050e-01  5.79760e-01  8.19298e-02
    5794.48  1.02079e+00  5.96960e-01  8.17997e-02
    5799.22  9.37240e-01  6.35950e-01  8.16572e-02
    5803.95  8.69780e-01  6.57860e-01  8.16008e-02
    5808.69  9.13020e-01  5.99070e-01  8.13757e-02
    5813.43  1.20559e+00  5.94740e-01  8.11074e-02
    5818.17  9.53710e-01  6.32760e-01  8.10638e-02
    5822.90  9.39330e-01  6.43240e-01  8.11140e-02
    5827.64  1.10293e+00  5.79950e-01  8.10181e-02
    5832.38  1.04429e+00  6.49950e-01  8.04434e-02
    5837.12  1.05520e+00  6.57950e-01  8.01570e-02
    5841.86  1.17482e+00  5.68820e-01  8.00188e-02
    5846.61  1.08314e+00  6.14340e-01  8.01125e-02
    5851.35  1.07979e+00  6.34820e-01  8.20940e-02
    5856.09  1.05852e+00  6.65910e-01  9.48487e-02
    5860.83  1.11420e+00  7.56150e-01  1.05883e-01
    5865.58  1.17403e+00  6.99220e-01  8.56461e-02
    5870.32  1.22397e+00  6.93490e-01  7.83096e-02
    5875.07  1.01228e+00  7.90700e-01  7.77570e-02
    5879.81  1.04441e+00  1.19430e+00  7.73548e-02
    5884.56  1.11778e+00  1.59834e+00  7.71105e-02
    5889.30  1.13921e+00  1.87188e+00  7.71535e-02
    5894.05  1.06078e+00  1.82032e+00  7.62780e-02
    5898.80  1.10497e+00  1.56403e+00  7.59676e-02
    5903.55  1.01358e+00  1.12098e+00  7.56026e-02
    5908.30  9.59320e-01  7.87930e-01  7.54647e-02
    5913.05  1.15276e+00  7.44370e-01  7.48617e-02
    5917.80  1.07644e+00  7.48370e-01  7.43861e-02
    5922.55  1.03713e+00  8.04870e-01  7.39901e-02
    5927.30  9.66390e-01  8.24140e-01  7.37932e-02
    5932.05  9.72280e-01  7.87450e-01  7.36454e-02
    5936.80  1.18415e+00  7.25030e-01  7.30751e-02
    5941.55  1.14191e+00  7.06430e-01  7.27173e-02
    5946.31  9.90730e-01  7.31240e-01  7.22966e-02
    5951.06  1.00481e+00  7.34600e-01  7.21065e-02
    5955.81  1.04225e+00  7.48570e-01  7.19636e-02
    5960.57  1.04928e+00  7.21180e-01  7.15930e-02
    5965.32  9.58260e-01  7.11010e-01  7.14540e-02
    5970.08  1.02990e+00  6.86120e-01  7.11095e-02
    5974.84  1.07514e+00  6.76010e-01  7.08922e-02
    5979.59  1.06990e+00  6.38400e-01  7.06978e-02
    5984.35  9.54230e-01  6.30210e-01  7.05496e-02
    5989.11  9.11000e-01  6.18450e-01  7.02965e-02
    5993.87  1.03911e+00  6.13980e-01  7.00792e-02
    5998.63  9.76860e-01  6.14960e-01  6.99307e-02
    6003.38  9.86700e-01  6.12270e-01  6.98968e-02
    6008.14  9.86150e-01  6.49360e-01  6.98659e-02
    6012.90  1.00701e+00  6.00190e-01  6.96388e-02
    6017.66  1.03036e+00  5.72960e-01  6.95478e-02
    6022.43  1.13028e+00  6.14180e-01  6.94870e-02
    6027.19  9.40240e-01  5.66880e-01  6.94566e-02
    6031.95  8.82610e-01  6.08980e-01  6.94337e-02
    6036.71  9.25950e-01  6.04880e-01  6.94671e-02
    6041.48  1.04152e+00  5.62790e-01  6.95054e-02
    6046.24  1.02764e+00  5.68310e-01  6.95106e-02
    6051.00  1.05689e+00  5.24150e-01  6.96314e-02
    6055.77  9.46990e-01  5.64630e-01  6.96108e-02
    6060.53  1.01141e+00  5.45480e-01  6.97330e-02
    6065.30  9.99930e-01  5.56410e-01  6.98268e-02
    6070.06  9.62960e-01  5.66670e-01  6.99010e-02
    6074.83  9.38990e-01  5.75690e-01  6.99323e-02
    6079.60  1.00970e+00  5.62910e-01  7.02130e-02
    6084.36  1.07772e+00  4.95210e-01  7.04285e-02
    6089.13  9.64290e-01  5.69660e-01  7.05719e-02
    6093.90  9.37440e-01  5.69350e-01  7.08013e-02
    6098.67  9.60010e-01  5.28520e-01  7.10989e-02
    6103.43  1.00029e+00  5.33250e-01  7.11676e-02
    6108.20  9.82050e-01  5.92080e-01  7.14331e-02
    6112.97  1.07924e+00  5.35870e-01  7.16509e-02
    6117.74  9.72010e-01  5.33800e-01  7.18988e-02
    6122.51  9.68370e-01  5.25040e-01  7.21573e-02
    6127.28  1.12936e+00  5.54150e-01  7.23020e-02
    6132.06  1.11781e+00  5.19790e-01  7.25461e-02
    6136.83  1.09495e+00  5.58420e-01  7.27743e-02
    6141.60  1.00206e+00  5.59690e-01  7.28560e-02
    6146.37  1.09218e+00  6.09270e-01  7.29881e-02
    6151.14  1.13577e+00  6.59130e-01  7.31915e-02
    6155.92  9.81460e-01  6.07480e-01  7.34274e-02
    6160.69  1.27021e+00  5.95070e-01  7.43396e-02
    6165.46  1.07102e+00  6.22900e-01  7.50821e-02
    6170.24  9.46560e-01  5.96880e-01  7.45853e-02
    6175.01  1.18831e+00  5.74060e-01  7.44683e-02
    6179.79  1.11967e+00  5.35180e-01  7.48794e-02
    6184.56  1.08871e+00  5.59550e-01  7.93274e-02
    6189.34  1.00753e+00  5.56630e-01  8.28208e-02
    6194.12  1.06027e+00  5.66850e-01  8.11860e-02
    6198.89  1.00867e+00  5.79830e-01  7.75588e-02
    6203.67  1.08349e+00  5.48090e-01  7.58550e-02
    6208.45  1.11671e+00  6.01290e-01  7.59277e-02
    6213.22  1.04128e+00  5.97020e-01  7.66619e-02
    6218.00  1.01149e+00  6.01060e-01  7.65663e-02
    6222.78  1.17711e+00  5.74120e-01  7.65859e-02
    6227.56  1.12760e+00  7.39530e-01  7.67092e-02
    6232.34  1.09879e+00  7.54920e-01  7.76922e-02
    6237.12  1.07201e+00  7.41850e-01  7.73652e-02
    6241.90  1.04157e+00  7.77200e-01  7.70406e-02
    6246.68  1.03475e+00  6.88390e-01  7.75410e-02
    6251.46  9.68000e-01  7.30690e-01  7.79336e-02
    6256.24  1.10285e+00  7.30880e-01  7.83857e-02
    6261.02  9.89210e-01  7.51220e-01  7.77673e-02
    6265.80  1.11561e+00  7.47190e-01  7.79274e-02
    6270.58  1.02648e+00  6.50330e-01  7.82560e-02
    6275.36  1.04185e+00  6.55040e-01  7.84960e-02
    6280.14  1.05939e+00  6.99530e-01  7.89261e-02
    6284.93  9.73780e-01  8.25410e-01  7.85399e-02
    6289.71  1.15081e+00  4.21182e+00  7.84642e-02
    6294.49  9.98850e-01  7.88847e+00  7.85352e-02
    6299.28  9.79950e-01  8.02102e+00  7.86754e-02
    6304.06  8.10400e-01  8.01631e+00  7.88013e-02
    6308.84  7.74820e-01  6.11736e+00  7.88086e-02
    6313.63  1.07402e+00  1.24218e+00  7.85153e-02
    6318.41  9.38400e-01  7.15510e-01  7.83713e-02
    6323.20  8.83710e-01  6.61080e-01  7.82168e-02
    6327.98  8.49330e-01  7.95170e-01  7.81363e-02
    6332.77  1.08238e+00  6.99720e-01  7.81970e-02
    6337.55  9.95230e-01  6.46100e-01  7.81027e-02
    6342.34  1.01528e+00  5.64260e-01  7.78705e-02
    6347.12  9.02120e-01  6.57290e-01  7.74869e-02
    6351.91  9.58510e-01  1.18629e+00  7.73501e-02
    6356.70  9.83780e-01  2.82407e+00  7.70654e-02
    6361.48  1.12096e+00  2.91290e+00  7.67872e-02
    6366.27  9.05960e-01  2.90764e+00  7.64473e-02
    6371.06  8.16680e-01  2.69007e+00  7.62205e-02
    6375.85  1.02373e+00  1.00557e+00  7.59843e-02
    6380.63  9.22880e-01  6.01400e-01  7.55072e-02
    6385.42  9.69080e-01  5.54060e-01  7.51625e-02
    6390.21  9.14090e-01  5.66500e-01  7.48531e-02
    6395.00  9.23730e-01  5.21970e-01  7.45290e-02
    6399.79  7.92970e-01  5.49920e-01  7.42058e-02
    6404.58  8.62180e-01  5.31420e-01  7.38783e-02
    6409.37  8.02730e-01  5.46890e-01  7.36284e-02
    6414.16  7.85550e-01  5.45670e-01  7.33575e-02
    6418.94  8.71340e-01  5.11500e-01  7.29287e-02
    6423.73  7.88710e-01  4.95530e-01  7.26446e-02
    6428.52  8.72200e-01  4.94420e-01  7.23618e-02
    6433.32  8.13360e-01  4.52980e-01  7.19561e-02
    6438.11  7.23690e-01  4.75490e-01  7.17664e-02
    6442.90  8.18720e-01  5.08430e-01  7.15390e-02
    6447.69  8.70670e-01  5.27980e-01  7.15588e-02
    6452.48  7.90160e-01  4.86670e-01  7.15002e-02
    6457.27  8.17040e-01  6.46830e-01  7.12554e-02
    6462.06  8.79640e-01  6.88160e-01  7.07470e-02
    6466.85  9.39270e-01  6.34020e-01  7.06083e-02
    6471.64  7.57500e-01  6.50130e-01  7.03281e-02
    6476.44  7.77780e-01  6.18010e-01  7.02263e-02
    6481.23  7.20030e-01  5.65080e-01  7.06730e-02
    6486.02  8.31100e-01  5.12000e-01  7.05348e-02
    6490.81  6.85240e-01  6.33870e-01  7.02707e-02
    6495.61  8.40500e-01  6.61730e-01  7.02446e-02
    6500.40  8.17580e-01  7.02340e-01  7.01168e-02
    6505.19  8.43470e-01  6.89430e-01  7.02319e-02
    6509.99  8.58760e-01  5.91670e-01  7.01969e-02
    6514.78  7.80360e-01  5.30290e-01  7.04641e-02
    6519.57  9.00610e-01  4.99580e-01  7.05103e-02
    6524.37  8.00470e-01  5.78890e-01  7.04568e-02
    6529.16  8.38530e-01  6.25710e-01  7.06774e-02
    6533.95  8.90940e-01  6.13480e-01  7.09593e-02
    6538.75  9.23760e-01  5.76950e-01  7.11428e-02
    6543.54  9.15130e-01  6.22330e-01  7.11978e-02
    6548.34  7.28190e-01  7.01850e-01  7.25315e-02
    6553.13  8.35300e-01  6.68850e-01  7.32740e-02
    6557.93  7.89030e-01  6.54120e-01  7.26543e-02
    6562.72  9.08760e-01  6.46030e-01  7.24050e-02
    6567.52  8.42220e-01  6.16440e-01  7.25316e-02
    6572.31  8.39960e-01  6.00810e-01  7.39107e-02
    6577.11  7.94410e-01  6.57280e-01  7.44611e-02
    6581.90  9.13880e-01  6.18150e-01  7.41322e-02
    6586.70  7.70740e-01  6.02900e-01  7.42817e-02
    6591.49  9.74710e-01  5.36170e-01  7.45343e-02
    6596.29  8.98260e-01  5.71140e-01  7.50127e-02
    6601.08  1.07870e+00  5.52030e-01  7.56628e-02
    6605.88  1.00181e+00  5.50410e-01  7.68472e-02
    6610.68  1.04494e+00  5.08080e-01  7.72250e-02
    6615.47  9.88670e-01  5.24740e-01  8.43189e-02
    6620.27  1.02953e+00  4.43920e-01  8.84034e-02
    6625.06  1.00762e+00  5.08120e-01  8.26100e-02
    6629.86  1.05891e+00  5.02850e-01  7.97688e-02
    6634.66  9.95200e-01  4.67200e-01  7.95287e-02
    6639.45  9.98950e-01  5.17220e-01  8.07022e-02
    6644.25  9.84540e-01  5.07790e-01  8.17261e-02
    6649.05  9.73240e-01  4.84820e-01  8.31629e-02
    6653.84  9.34770e-01  5.53840e-01  8.37731e-02
    6658.64  1.13249e+00  4.39390e-01  8.39859e-02
    6663.44  1.06021e+00  4.61750e-01  8.50940e-02
    6668.23  1.10557e+00  4.65990e-01  8.65704e-02
    6673.03  8.90910e-01  4.96150e-01  8.79342e-02
    6677.83  1.07091e+00  4.95290e-01  8.95507e-02
    6682.62  1.10348e+00  4.77250e-01  9.39164e-02
    6687.42  8.62240e-01  4.73180e-01  9.63256e-02
    6692.22  1.08901e+00  4.96880e-01  9.40031e-02
    6697.01  1.04408e+00  4.76970e-01  9.46310e-02
    6701.81  1.04291e+00  5.53220e-01  9.65939e-02
    6706.61  1.12247e+00  4.87930e-01  9.86276e-02
    6711.40  9.57930e-01  4.68430e-01  1.00487e-01
    6716.20  9.60300e-01  5.31190e-01  1.02182e-01
    6721.00  8.94590e-01  5.35070e-01  1.04190e-01
    6725.80  9.64690e-01  4.87280e-01  1.06399e-01
    6730.59  9.61780e-01  4.61010e-01  1.08771e-01
    6735.39  1.01055e+00  4.91690e-01  1.11284e-01
    6740.19  1.02077e+00  5.34100e-01  1.13864e-01
    6744.99  8.70350e-01  5.51780e-01  1.16501e-01
    6749.78  1.06467e+00  4.54260e-01  1.19160e-01
    6754.58  1.09538e+00  4.43650e-01  1.21861e-01
    6759.38  1.02598e+00  4.16690e-01  1.24753e-01
    6764.17  1.09925e+00  5.16410e-01  1.27778e-01
    6768.97  1.03444e+00  4.78400e-01  1.30800e-01
    6773.77  8.91920e-01  4.39410e-01  1.33942e-01
    6778.57  9.80490e-01  4.89300e-01  1.37210e-01
    6783.36  9.97490e-01  5.15230e-01  1.40469e-01
    6788.16  9.26770e-01  4.75740e-01  1.44165e-01
    6792.96  1.06899e+00  5.06220e-01  1.47926e-01
    6797.75  9.80290e-01  4.69140e-01  1.51190e-01
    6802.55  1.01044e+00  4.51070e-01  1.54041e-01
    6807.35  1.21133e+00  4.70330e-01  1.56956e-01
    6812.15  1.01373e+00  4.50350e-01  1.60009e-01
    6816.94  1.08769e+00  4.57090e-01  1.63268e-01
    6821.74  9.68130e-01  7.62620e-01  1.66559e-01
    6826.54  9.78960e-01  8.85510e-01  1.70959e-01
    6831.33  8.83740e-01  1.02882e+00  1.73922e-01
    6836.13  9.45090e-01  1.02316e+00  1.76046e-01
    6840.93  9.64410e-01  8.40460e-01  1.78531e-01
    6845.72  9.32520e-01  6.77560e-01  1.81301e-01
    6850.52  9.62050e-01  5.45410e-01  1.84116e-01
    6855.32  1.11362e+00  7.50360e-01  1.86683e-01
    6860.11  1.02942e+00  8.85190e-01  1.89349e-01
    6864.91  9.38440e-01  9.10250e-01  1.91994e-01
    6869.71  9.53610e-01  9.04530e-01  1.93336e-01
    6874.50  9.02240e-01  8.05060e-01  1.95343e-01
    6879.30  9.51100e-01  5.64370e-01  1.96965e-01
    6884.10  1.40539e+00  6.32760e-01  1.99151e-01
    6888.89  2.06680e+00  6.47010e-01  2.00159e-01
    6893.69  2.71852e+00  6.36870e-01  2.00664e-01
    6898.48  3.31905e+00  5.75950e-01  2.01715e-01
    6903.28  2.69002e+00  6.32560e-01  2.02326e-01
    6908.07  1.45298e+00  7.06520e-01  2.03381e-01
    6912.87  1.63001e+00  6.59510e-01  2.03776e-01
    6917.67  1.96433e+00  7.64940e-01  2.02925e-01
    6922.46  1.89872e+00  7.43320e-01  2.02785e-01
    6927.26  1.19296e+00  7.89300e-01  2.02715e-01
    6932.05  9.32180e-01  7.49130e-01  2.02302e-01
    6936.85  9.52480e-01  6.35910e-01  2.01975e-01
    6941.64  8.02230e-01  8.50920e-01  2.01041e-01
    6946.44  9.02990e-01  8.35460e-01  1.99644e-01
    6951.23  9.16970e-01  7.76490e-01  1.98555e-01
    6956.03  9.43570e-01  7.43850e-01  1.97349e-01
    6960.82  9.32550e-01  7.34340e-01  1.95988e-01
    6965.61  9.94690e-01  6.03840e-01  1.94714e-01
    6970.41  9.97270e-01  6.72280e-01  1.92978e-01
    6975.20  8.14900e-01  6.84410e-01  1.91183e-01
    6980.00  9.27590e-01  7.31580e-01  1.89189e-01
    6984.79  7.56160e-01  6.51170e-01  1.87261e-01
    6989.58  8.62310e-01  5.58090e-01  1.85308e-01
    6994.38  9.46260e-01  5.56830e-01  1.83324e-01
    6999.17  1.00111e+00  5.19300e-01  1.81224e-01
    7003.96  8.78800e-01  6.27890e-01  1.79169e-01
    7008.76  8.15310e-01  6.29970e-01  1.76899e-01
    7013.55  9.93120e-01  6.00810e-01  1.74565e-01
    7018.34  9.12450e-01  4.67110e-01  1.72352e-01
    7023.13  8.23130e-01  4.78260e-01  1.70194e-01
    7027.93  9.70400e-01  5.29820e-01  1.67919e-01
    7032.72  8.61370e-01  4.68570e-01  1.65754e-01
    7037.51  9.36710e-01  4.71720e-01  1.63542e-01
    7042.30  1.00141e+00  5.71600e-01  1.61379e-01
    7047.09  8.64960e-01  5.56140e-01  1.59124e-01
    7051.88  9.70840e-01  5.74820e-01  1.56952e-01
    7056.68  1.19398e+00  5.54840e-01  1.54731e-01
    7061.47  1.28547e+00  5.35920e-01  1.52549e-01
    7066.26  1.22929e+00  5.68520e-01  1.50502e-01
    7071.05  1.26093e+00  5.57850e-01  1.48436e-01
    7075.84  1.31393e+00  4.87440e-01  1.46366e-01
    7080.63  1.24897e+00  5.47850e-01  1.44402e-01
    7085.42  9.19450e-01  5.44190e-01  1.42505e-01
    7090.21  9.40690e-01  4.97770e-01  1.40587e-01
    7095.00  8.51590e-01  4.92710e-01  1.38669e-01
    7099.79  8.61890e-01  4.76090e-01  1.36949e-01
    7104.58  8.62730e-01  4.47260e-01  1.35179e-01
    7109.36  6.81540e-01  5.24020e-01  1.33508e-01
    7114.15  9.57090e-01  4.77900e-01  1.31805e-01
    7118.94  9.39890e-01  4.44660e-01  1.30270e-01
    7123.73  8.94900e-01  4.66350e-01  1.28642e-01
    7128.52  8.61340e-01  5.23470e-01  1.27229e-01
    7133.30  1.00569e+00  4.84250e-01  1.25828e-01
    7138.09  9.70050e-01  4.98950e-01  1.24319e-01
    7142.88  6.98450e-01  5.92210e-01  1.22990e-01
    7147.67  7.88410e-01  5.62660e-01  1.21788e-01
    7152.45  9.00660e-01  5.47160e-01  1.20551e-01
    7157.24  8.03510e-01  5.49790e-01  1.19341e-01
    7162.02  8.37000e-01  5.63330e-01  1.18204e-01
    7166.81  9.01850e-01  5.10330e-01  1.17231e-01
    7171.60  8.30720e-01  5.38340e-01  1.17864e-01
    7176.38  9.12570e-01  4.64350e-01  1.18212e-01
    7181.17  6.57080e-01  4.85220e-01  1.16451e-01
    7185.95  8.99780e-01  4.01020e-01  1.14480e-01
    7190.74  8.12420e-01  4.54710e-01  1.13262e-01
    7195.52  8.18280e-01  4.03560e-01  1.12192e-01
    7200.30  8.24370e-01  4.13020e-01  1.11430e-01
    7205.09  6.51730e-01  4.00250e-01  1.11241e-01
    7209.87  6.22430e-01  4.58300e-01  1.13131e-01
    7214.65  9.40940e-01  4.96980e-01  1.12142e-01
    7219.44  7.38510e-01  4.22460e-01  1.09654e-01
    7224.22  9.74190e-01  4.64590e-01  1.09065e-01
    7229.00  1.01325e+00  5.60910e-01  1.09103e-01
    7233.78  7.66260e-01  1.14206e+00  1.09049e-01
    7238.56  8.45850e-01  1.64097e+00  1.09019e-01
    7243.35  7.50500e-01  1.71804e+00  1.08390e-01
    7248.13  7.70640e-01  1.82686e+00  1.08864e-01
    7252.91  8.14460e-01  1.37291e+00  1.08794e-01
    7257.69  8.13320e-01  8.35480e-01  1.08435e-01
    7262.47  8.64460e-01  6.19960e-01  1.09200e-01
    7267.25  7.27240e-01  1.02670e+00  1.08920e-01
    7272.03  7.81260e-01  1.40394e+00  1.10281e-01
    7276.81  7.65080e-01  1.63192e+00  1.10335e-01
    7281.58  8.72400e-01  1.75194e+00  1.09131e-01
    7286.36  7.56910e-01  1.51261e+00  1.09860e-01
    7291.14  8.48050e-01  9.19050e-01  1.10829e-01
    7295.92  7.01130e-01  9.13550e-01  1.11304e-01
    7300.69  8.31950e-01  6.49950e-01  1.12788e-01
    7305.47  8.86530e-01  9.85310e-01  1.12272e-01
    7310.25  9.95910e-01  1.27280e+00  1.11975e-01
    7315.02  8.35470e-01  1.24146e+00  1.12528e-01
    7319.80  8.25480e-01  1.29794e+00  1.13691e-01
    7324.58  8.74360e-01  1.36893e+00  1.14433e-01
    7329.35  1.02495e+00  9.45760e-01  1.15688e-01
    7334.12  5.07130e-01  1.63872e+00  1.16392e-01
    7338.90  8.80710e-01  1.37185e+00  1.16169e-01
    7343.67  7.98600e-01  1.29817e+00  1.16817e-01
    7348.45  7.29060e-01  1.49288e+00  1.17697e-01
    7353.22  1.04483e+00  9.39490e-01  1.18651e-01
    7357.99  8.15360e-01  8.07970e-01  1.19738e-01
    7362.76  8.37420e-01  1.33133e+00  1.20879e-01
    7367.54  7.91900e-01  1.28215e+00  1.21816e-01
    7372.31  1.00601e+00  1.07395e+00  1.22153e-01
    7377.08  7.22910e-01  1.06477e+00  1.23030e-01
    7381.85  8.76420e-01  7.42330e-01  1.24044e-01
    7386.62  6.82070e-01  6.65640e-01  1.25111e-01
    7391.39  6.56790e-01  7.55980e-01  1.26071e-01
    7396.16  7.94670e-01  8.84060e-01  1.27335e-01
    7400.93  9.73490e-01  8.93680e-01  1.28782e-01
    7405.70  8.76210e-01  8.47840e-01  1.30117e-01
    7410.47  9.44800e-01  7.70190e-01  1.30813e-01
    7415.23  6.85430e-01  5.47370e-01  1.31604e-01
    7420.00  9.70980e-01  3.94210e-01  1.32821e-01
    7424.77  9.59910e-01  4.70050e-01  1.34085e-01
    7429.53  9.79760e-01  5.99950e-01  1.35161e-01
    7434.30  9.70580e-01  5.93770e-01  1.36231e-01
    7439.07  1.16958e+00  6.65220e-01  1.37437e-01
    7443.83  7.35860e-01  6.61790e-01  1.38751e-01
    7448.60  7.97520e-01  5.51510e-01  1.39778e-01
    7453.36  8.44390e-01  4.90110e-01  1.40709e-01
    7458.12  8.67770e-01  5.31730e-01  1.41772e-01
    7462.89  8.93740e-01  5.58870e-01  1.42982e-01
    7467.65  6.54280e-01  7.48110e-01  1.44246e-01
    7472.41  9.59500e-01  8.12430e-01  1.45274e-01
    7477.18  7.72170e-01  9.06900e-01  1.46428e-01
    7481.94  7.10020e-01  8.15310e-01  1.47649e-01
    7486.70  1.02059e+00  7.51960e-01  1.48938e-01
    7491.46  9.60910e-01  6.24840e-01  1.50245e-01
    7496.22  9.79380e-01  5.14020e-01  1.51280e-01
    7500.98  8.52230e-01  5.70870e-01  1.52611e-01
    7505.74  9.59380e-01  4.24550e-01  1.54009e-01
    7510.50  6.48000e-01  5.21610e-01  1.54974e-01
    7515.26  8.73420e-01  7.60280e-01  1.55960e-01
    7520.01  8.61890e-01  9.16280e-01  1.57155e-01
    7524.77  5.97490e-01  1.06056e+00  1.58306e-01
    7529.53  7.99800e-01  1.08587e+00  1.59370e-01
    7534.28  5.87930e-01  8.91770e-01  1.60809e-01
    7539.04  8.02230e-01  5.61740e-01  1.61775e-01
    7543.79  7.64100e-01  4.86090e-01  1.62749e-01
    7548.55  5.96260e-01  6.31410e-01  1.63665e-01
    7553.30  1.04119e+00  5.13470e-01  1.64609e-01
    7558.06  7.04490e-01  6.28790e-01  1.65659e-01
    7562.81  1.05305e+00  6.56580e-01  1.66717e-01
    7567.56  8.50180e-01  7.66630e-01  1.67710e-01
    7572.31  6.82990e-01  7.49060e-01  1.68663e-01
    7577.07  8.60400e-01  7.51610e-01  1.69651e-01
    7581.82  8.01380e-01  6.61730e-01  1.70787e-01
    7586.57  8.13440e-01  5.79690e-01  1.71760e-01
    7591.32  6.63460e-01  5.92700e-01  1.72779e-01
    7596.07  5.20790e-01  5.96960e-01  1.73709e-01
    7600.82  3.71500e-01  4.57820e-01  1.76030e-01
    7605.56  4.97900e-01  3.53560e-01  1.79915e-01
    7610.31  1.60670e-01  4.97050e-01  1.81421e-01
    7615.06  3.07620e-01  5.28650e-01  1.80022e-01
    7619.81  1.90880e-01  5.35700e-01  1.79431e-01
    7624.55  3.83330e-01  6.42030e-01  1.79686e-01
    7629.30  3.70210e-01  5.86460e-01  1.80037e-01
    7634.04  7.25710e-01  4.30230e-01  1.81039e-01
    7638.79  3.81580e-01  5.26630e-01  1.83346e-01
    7643.53  5.07360e-01  4.32490e-01  1.87280e-01
    7648.27  5.35570e-01  4.56330e-01  1.87034e-01
    7653.02  9.34440e-01  5.17400e-01  1.86557e-01
    7657.76  5.66560e-01  5.00980e-01  1.86014e-01
    7662.50  8.15060e-01  4.66860e-01  1.86755e-01
    7667.24  7.27630e-01  5.04400e-01  1.87744e-01
    7671.98  8.59640e-01  4.40290e-01  1.89181e-01
    7676.72  8.03780e-01  4.46880e-01  1.89719e-01
    7681.46  7.46260e-01  5.41230e-01  1.91683e-01
    7686.20  6.53500e-01  5.78970e-01  1.94357e-01
    7690.94  7.12740e-01  5.93950e-01  1.92969e-01
    7695.67  4.51220e-01  7.44920e-01  1.93841e-01
    7700.41  8.83650e-01  6.45290e-01  1.95621e-01
    7705.15  7.08790e-01  1.60453e+00  1.95229e-01
    7709.88  8.17470e-01  2.03187e+00  1.99863e-01
    7714.62  4.67810e-01  2.25800e+00  2.00728e-01
    7719.35  1.03476e+00  2.18187e+00  1.98284e-01
    7724.09  8.25670e-01  1.66614e+00  1.99439e-01
    7728.82  9.82370e-01  8.95100e-01  2.02032e-01
    7733.55  1.06832e+00  7.67770e-01  2.02966e-01
    7738.28  7.42260e-01  8.21040e-01  2.05603e-01
    7743.01  7.75060e-01  1.47986e+00  2.07690e-01
    7747.74  5.49280e-01  1.73944e+00  2.05969e-01
    7752.47  6.16930e-01  1.94584e+00  2.06575e-01
    7757.20  6.63690e-01  2.10391e+00  2.07814e-01
    7761.93  7.10500e-01  1.26586e+00  2.10155e-01
    7766.66  1.00447e+00  1.29701e+00  2.11920e-01
    7771.39  6.85240e-01  1.34417e+00  2.13440e-01
    7776.11  1.16780e-01  1.49740e+00  2.15839e-01
    7780.84  8.58810e-01  1.55030e+00  2.15577e-01
    7785.56  7.39020e-01  1.32083e+00  2.16189e-01
    7790.29  6.77100e-01  1.27169e+00  2.17751e-01
    7795.01  7.67490e-01  1.44030e+00  2.19063e-01
    7799.74  1.06018e+00  1.32258e+00  2.20692e-01
    7804.46  7.43780e-01  1.02406e+00  2.22801e-01
    7809.18  4.18860e-01  9.24000e-01  2.24404e-01
    7813.90  9.81550e-01  1.50255e+00  2.26532e-01
    7818.62  7.26200e-01  1.41986e+00  2.27163e-01
    7823.34  6.30250e-01  1.23769e+00  2.27896e-01
    7828.06  7.12510e-01  1.30806e+00  2.29427e-01
    7832.78  4.46550e-01  9.28730e-01  2.30972e-01
    7837.50  5.69400e-01  7.84230e-01  2.32832e-01
    7842.21  6.52050e-01  1.11446e+00  2.34794e-01
    7846.93  4.11860e-01  1.66391e+00  2.36913e-01
    7851.65  8.27060e-01  1.56274e+00  2.38514e-01
    7856.36  1.01263e+00  1.60861e+00  2.40116e-01
    7861.07  1.46241e+00  1.50645e+00  2.41640e-01
    7865.79  6.98280e-01  1.19517e+00  2.42049e-01
    7870.50  5.36420e-01  1.30427e+00  2.43215e-01
    7875.21  3.23540e-01  1.11738e+00  2.44510e-01
    7879.92  9.56150e-01  1.26041e+00  2.45654e-01
    7884.63  3.29130e-01  1.20715e+00  2.47051e-01
    7889.34  9.27410e-01  1.15661e+00  2.48332e-01
